{:mhp=>1000, :dead=>0, :st=>[], :seiferp=>false}
HP	HP rate	CL 1	CL 2	CL 3	CL 4	CL 1..4
420	0.420000	0.000000	0.089844	0.191406	0.718750	1.000000
430	0.430000	0.000000	0.101562	0.191406	0.707031	1.000000
440	0.440000	0.000000	0.117188	0.187500	0.695312	1.000000
450	0.450000	0.000000	0.128906	0.187500	0.683594	1.000000
460	0.460000	0.000000	0.144531	0.183594	0.671875	1.000000
470	0.470000	0.000000	0.156250	0.183594	0.660156	1.000000
480	0.480000	0.000000	0.171875	0.179688	0.648438	1.000000
490	0.490000	0.000000	0.187500	0.179688	0.632812	1.000000
500	0.500000	0.000000	0.199219	0.179688	0.621094	1.000000
510	0.510000	0.000000	0.214844	0.175781	0.609375	1.000000
520	0.520000	0.000000	0.226562	0.175781	0.597656	1.000000
530	0.530000	0.011719	0.230469	0.171875	0.585938	1.000000
540	0.540000	0.027344	0.226562	0.171875	0.574219	1.000000
550	0.550000	0.042969	0.226562	0.167969	0.562500	1.000000
560	0.560000	0.058594	0.226562	0.164062	0.550781	1.000000
570	0.570000	0.078125	0.218750	0.167969	0.535156	1.000000
580	0.580000	0.093750	0.218750	0.164062	0.523438	1.000000
590	0.590000	0.109375	0.214844	0.164062	0.511719	1.000000
600	0.600000	0.125000	0.214844	0.160156	0.500000	1.000000
610	0.610000	0.140625	0.210938	0.160156	0.488281	1.000000
620	0.620000	0.156250	0.210938	0.156250	0.476562	1.000000
630	0.630000	0.175781	0.207031	0.152344	0.464844	1.000000
640	0.640000	0.191406	0.203125	0.152344	0.453125	1.000000
650	0.650000	0.207031	0.203125	0.152344	0.437500	1.000000
660	0.660000	0.222656	0.199219	0.152344	0.425781	1.000000
670	0.670000	0.238281	0.199219	0.148438	0.414062	1.000000
680	0.680000	0.253906	0.195312	0.148438	0.402344	1.000000
690	0.690000	0.273438	0.191406	0.144531	0.390625	1.000000
700	0.700000	0.274900	0.195219	0.143426	0.386454	0.980469
710	0.710000	0.276423	0.195122	0.146341	0.382114	0.960938
720	0.720000	0.278008	0.199170	0.145228	0.377593	0.941406
730	0.730000	0.279661	0.199153	0.152542	0.368644	0.921875
740	0.740000	0.281385	0.203463	0.151515	0.363636	0.902344
750	0.750000	0.287611	0.199115	0.154867	0.358407	0.882812
760	0.760000	0.289593	0.203620	0.153846	0.352941	0.863281
770	0.770000	0.291667	0.208333	0.152778	0.347222	0.843750
780	0.780000	0.293839	0.208531	0.156398	0.341232	0.824219
790	0.790000	0.296117	0.213592	0.155340	0.334951	0.804688
800	0.800000	0.298507	0.213930	0.159204	0.328358	0.785156
810	0.810000	0.306122	0.214286	0.163265	0.316327	0.765625
820	0.820000	0.308901	0.214660	0.167539	0.308901	0.746094
830	0.830000	0.311828	0.220430	0.166667	0.301075	0.726562
840	0.840000	0.314917	0.226519	0.165746	0.292818	0.707031
850	0.850000	0.318182	0.227273	0.170455	0.284091	0.687500
860	0.860000	0.321637	0.233918	0.169591	0.274854	0.667969
870	0.870000	0.331325	0.228916	0.174699	0.265060	0.648438
880	0.880000	0.335404	0.236025	0.173913	0.254658	0.628906
890	0.890000	0.339744	0.237179	0.185897	0.237179	0.609375
900	0.900000	0.344371	0.245033	0.185430	0.225166	0.589844
910	0.910000	0.349315	0.253425	0.184932	0.212329	0.570312
920	0.920000	0.354610	0.255319	0.191489	0.198582	0.550781
930	0.930000	0.367647	0.257353	0.191176	0.183824	0.531250
940	0.940000	0.374046	0.259542	0.198473	0.167939	0.511719
950	0.950000	0.380952	0.269841	0.198413	0.150794	0.492188
960	0.960000	0.388430	0.272727	0.206612	0.132231	0.472656
970	0.970000	0.396552	0.284483	0.215517	0.103448	0.453125
980	0.980000	0.405405	0.297297	0.216216	0.081081	0.433594
990	0.990000	0.424528	0.292453	0.226415	0.056604	0.414062
1000	1.000000	0.435644	0.306931	0.227723	0.029703	0.394531
{:mhp=>1000, :dead=>2, :st=>[:aura], :seiferp=>false}
HP	HP rate	CL 1	CL 2	CL 3	CL 4	CL 1..4
0	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000
10	0.010000	0.000000	0.000000	0.000000	1.000000	1.000000
20	0.020000	0.000000	0.000000	0.000000	1.000000	1.000000
30	0.030000	0.000000	0.000000	0.000000	1.000000	1.000000
40	0.040000	0.000000	0.000000	0.000000	1.000000	1.000000
50	0.050000	0.000000	0.000000	0.000000	1.000000	1.000000
60	0.060000	0.000000	0.000000	0.000000	1.000000	1.000000
70	0.070000	0.000000	0.000000	0.000000	1.000000	1.000000
80	0.080000	0.000000	0.000000	0.000000	1.000000	1.000000
90	0.090000	0.000000	0.000000	0.000000	1.000000	1.000000
100	0.100000	0.000000	0.000000	0.000000	1.000000	1.000000
110	0.110000	0.000000	0.000000	0.000000	1.000000	1.000000
120	0.120000	0.000000	0.000000	0.000000	1.000000	1.000000
130	0.130000	0.000000	0.000000	0.000000	1.000000	1.000000
140	0.140000	0.000000	0.000000	0.000000	1.000000	1.000000
150	0.150000	0.000000	0.000000	0.000000	1.000000	1.000000
160	0.160000	0.000000	0.000000	0.000000	1.000000	1.000000
170	0.170000	0.000000	0.000000	0.000000	1.000000	1.000000
180	0.180000	0.000000	0.000000	0.000000	1.000000	1.000000
190	0.190000	0.000000	0.000000	0.000000	1.000000	1.000000
200	0.200000	0.000000	0.000000	0.000000	1.000000	1.000000
210	0.210000	0.000000	0.000000	0.000000	1.000000	1.000000
220	0.220000	0.000000	0.000000	0.000000	1.000000	1.000000
230	0.230000	0.000000	0.000000	0.000000	1.000000	1.000000
240	0.240000	0.000000	0.000000	0.000000	1.000000	1.000000
250	0.250000	0.000000	0.000000	0.000000	1.000000	1.000000
260	0.260000	0.000000	0.000000	0.000000	1.000000	1.000000
270	0.270000	0.000000	0.000000	0.000000	1.000000	1.000000
280	0.280000	0.000000	0.000000	0.011719	0.988281	1.000000
290	0.290000	0.000000	0.000000	0.023438	0.976562	1.000000
300	0.300000	0.000000	0.000000	0.035156	0.964844	1.000000
310	0.310000	0.000000	0.000000	0.046875	0.953125	1.000000
320	0.320000	0.000000	0.000000	0.058594	0.941406	1.000000
330	0.330000	0.000000	0.000000	0.074219	0.925781	1.000000
340	0.340000	0.000000	0.000000	0.085938	0.914062	1.000000
350	0.350000	0.000000	0.000000	0.097656	0.902344	1.000000
360	0.360000	0.000000	0.000000	0.109375	0.890625	1.000000
370	0.370000	0.000000	0.000000	0.121094	0.878906	1.000000
380	0.380000	0.000000	0.000000	0.132812	0.867188	1.000000
390	0.390000	0.000000	0.000000	0.144531	0.855469	1.000000
400	0.400000	0.000000	0.000000	0.156250	0.843750	1.000000
410	0.410000	0.000000	0.000000	0.171875	0.828125	1.000000
420	0.420000	0.000000	0.000000	0.183594	0.816406	1.000000
430	0.430000	0.000000	0.000000	0.195312	0.804688	1.000000
440	0.440000	0.000000	0.003906	0.203125	0.792969	1.000000
450	0.450000	0.000000	0.019531	0.199219	0.781250	1.000000
460	0.460000	0.000000	0.031250	0.199219	0.769531	1.000000
470	0.470000	0.000000	0.046875	0.195312	0.757812	1.000000
480	0.480000	0.000000	0.058594	0.195312	0.746094	1.000000
490	0.490000	0.000000	0.074219	0.195312	0.730469	1.000000
500	0.500000	0.000000	0.089844	0.191406	0.718750	1.000000
510	0.510000	0.000000	0.101562	0.191406	0.707031	1.000000
520	0.520000	0.000000	0.117188	0.187500	0.695312	1.000000
530	0.530000	0.000000	0.128906	0.187500	0.683594	1.000000
540	0.540000	0.000000	0.144531	0.183594	0.671875	1.000000
550	0.550000	0.000000	0.156250	0.183594	0.660156	1.000000
560	0.560000	0.000000	0.171875	0.179688	0.648438	1.000000
570	0.570000	0.000000	0.187500	0.179688	0.632812	1.000000
580	0.580000	0.000000	0.199219	0.179688	0.621094	1.000000
590	0.590000	0.000000	0.214844	0.175781	0.609375	1.000000
600	0.600000	0.000000	0.226562	0.175781	0.597656	1.000000
610	0.610000	0.011719	0.230469	0.171875	0.585938	1.000000
620	0.620000	0.027344	0.226562	0.171875	0.574219	1.000000
630	0.630000	0.042969	0.226562	0.167969	0.562500	1.000000
640	0.640000	0.058594	0.226562	0.164062	0.550781	1.000000
650	0.650000	0.078125	0.218750	0.167969	0.535156	1.000000
660	0.660000	0.093750	0.218750	0.164062	0.523438	1.000000
670	0.670000	0.109375	0.214844	0.164062	0.511719	1.000000
680	0.680000	0.125000	0.214844	0.160156	0.500000	1.000000
690	0.690000	0.140625	0.210938	0.160156	0.488281	1.000000
700	0.700000	0.156250	0.210938	0.156250	0.476562	1.000000
710	0.710000	0.175781	0.207031	0.152344	0.464844	1.000000
720	0.720000	0.191406	0.203125	0.152344	0.453125	1.000000
730	0.730000	0.207031	0.203125	0.152344	0.437500	1.000000
740	0.740000	0.222656	0.199219	0.152344	0.425781	1.000000
750	0.750000	0.238281	0.199219	0.148438	0.414062	1.000000
760	0.760000	0.253906	0.195312	0.148438	0.402344	1.000000
770	0.770000	0.273438	0.191406	0.144531	0.390625	1.000000
780	0.780000	0.274900	0.195219	0.143426	0.386454	0.980469
790	0.790000	0.276423	0.195122	0.146341	0.382114	0.960938
800	0.800000	0.278008	0.199170	0.145228	0.377593	0.941406
810	0.810000	0.279661	0.199153	0.152542	0.368644	0.921875
820	0.820000	0.281385	0.203463	0.151515	0.363636	0.902344
830	0.830000	0.287611	0.199115	0.154867	0.358407	0.882812
840	0.840000	0.289593	0.203620	0.153846	0.352941	0.863281
850	0.850000	0.291667	0.208333	0.152778	0.347222	0.843750
860	0.860000	0.293839	0.208531	0.156398	0.341232	0.824219
870	0.870000	0.296117	0.213592	0.155340	0.334951	0.804688
880	0.880000	0.298507	0.213930	0.159204	0.328358	0.785156
890	0.890000	0.306122	0.214286	0.163265	0.316327	0.765625
900	0.900000	0.308901	0.214660	0.167539	0.308901	0.746094
910	0.910000	0.311828	0.220430	0.166667	0.301075	0.726562
920	0.920000	0.314917	0.226519	0.165746	0.292818	0.707031
930	0.930000	0.318182	0.227273	0.170455	0.284091	0.687500
940	0.940000	0.321637	0.233918	0.169591	0.274854	0.667969
950	0.950000	0.331325	0.228916	0.174699	0.265060	0.648438
960	0.960000	0.335404	0.236025	0.173913	0.254658	0.628906
970	0.970000	0.339744	0.237179	0.185897	0.237179	0.609375
980	0.980000	0.344371	0.245033	0.185430	0.225166	0.589844
990	0.990000	0.349315	0.253425	0.184932	0.212329	0.570312
1000	1.000000	0.354610	0.255319	0.191489	0.198582	0.550781
{:mhp=>1000, :dead=>0, :st=>[], :seiferp=>true}
HP	HP rate	CL 1	CL 2	CL 3	CL 4	CL 1..4
0	0.000000	0.335404	0.236025	0.173913	0.254658	0.628906
10	0.010000	0.333333	0.238994	0.182390	0.245283	0.621094
20	0.020000	0.337580	0.242038	0.178344	0.242038	0.613281
30	0.030000	0.341935	0.238710	0.180645	0.238710	0.605469
40	0.040000	0.339869	0.248366	0.176471	0.235294	0.597656
50	0.050000	0.344371	0.245033	0.185430	0.225166	0.589844
60	0.060000	0.348993	0.241611	0.187919	0.221477	0.582031
70	0.070000	0.346939	0.251701	0.183673	0.217687	0.574219
80	0.080000	0.351724	0.248276	0.186207	0.213793	0.566406
90	0.090000	0.356643	0.251748	0.188811	0.202797	0.558594
100	0.100000	0.354610	0.255319	0.191489	0.198582	0.550781
110	0.110000	0.359712	0.258993	0.187050	0.194245	0.542969
120	0.120000	0.364964	0.255474	0.189781	0.189781	0.535156
130	0.130000	0.362963	0.259259	0.200000	0.177778	0.527344
140	0.140000	0.368421	0.263158	0.195489	0.172932	0.519531
150	0.150000	0.374046	0.259542	0.198473	0.167939	0.511719
160	0.160000	0.372093	0.271318	0.193798	0.162791	0.503906
170	0.170000	0.377953	0.267717	0.204724	0.149606	0.496094
180	0.180000	0.384000	0.272000	0.200000	0.144000	0.488281
190	0.190000	0.382114	0.276423	0.203252	0.138211	0.480469
200	0.200000	0.388430	0.272727	0.206612	0.132231	0.472656
210	0.210000	0.394958	0.277311	0.210084	0.117647	0.464844
220	0.220000	0.393162	0.282051	0.213675	0.111111	0.457031
230	0.230000	0.400000	0.286957	0.208696	0.104348	0.449219
240	0.240000	0.407080	0.283186	0.212389	0.097345	0.441406
250	0.250000	0.405405	0.297297	0.216216	0.081081	0.433594
260	0.260000	0.412844	0.293578	0.220183	0.073394	0.425781
270	0.270000	0.420561	0.289720	0.224299	0.065421	0.417969
280	0.280000	0.419048	0.304762	0.219048	0.057143	0.410156
290	0.290000	0.427184	0.300971	0.233010	0.038835	0.402344
300	0.300000	0.435644	0.306931	0.227723	0.029703	0.394531
310	0.310000	0.434343	0.313131	0.232323	0.020202	0.386719
320	0.320000	0.443299	0.319588	0.226804	0.010309	0.378906
330	0.330000	0.452632	0.315789	0.231579	0.000000	0.371094
340	0.340000	0.451613	0.322581	0.225806	0.000000	0.363281
350	0.350000	0.461538	0.329670	0.208791	0.000000	0.355469
360	0.360000	0.471910	0.325843	0.202247	0.000000	0.347656
370	0.370000	0.471264	0.344828	0.183908	0.000000	0.339844
380	0.380000	0.482353	0.341176	0.176471	0.000000	0.332031
390	0.390000	0.493976	0.349398	0.156627	0.000000	0.324219
400	0.400000	0.493827	0.358025	0.148148	0.000000	0.316406
410	0.410000	0.506329	0.354430	0.139241	0.000000	0.308594
420	0.420000	0.519481	0.363636	0.116883	0.000000	0.300781
430	0.430000	0.520000	0.373333	0.106667	0.000000	0.292969
440	0.440000	0.534247	0.383562	0.082192	0.000000	0.285156
450	0.450000	0.549296	0.380282	0.070423	0.000000	0.277344
460	0.460000	0.550725	0.405797	0.043478	0.000000	0.269531
470	0.470000	0.567164	0.402985	0.029851	0.000000	0.261719
480	0.480000	0.584615	0.400000	0.015385	0.000000	0.253906
490	0.490000	0.587302	0.412698	0.000000	0.000000	0.246094
500	0.500000	0.606557	0.393443	0.000000	0.000000	0.238281
510	0.510000	0.627119	0.372881	0.000000	0.000000	0.230469
520	0.520000	0.631579	0.368421	0.000000	0.000000	0.222656
530	0.530000	0.654545	0.345455	0.000000	0.000000	0.214844
540	0.540000	0.679245	0.320755	0.000000	0.000000	0.207031
550	0.550000	0.686275	0.313725	0.000000	0.000000	0.199219
560	0.560000	0.714286	0.285714	0.000000	0.000000	0.191406
570	0.570000	0.744681	0.255319	0.000000	0.000000	0.183594
580	0.580000	0.755556	0.244444	0.000000	0.000000	0.175781
590	0.590000	0.790698	0.209302	0.000000	0.000000	0.167969
600	0.600000	0.829268	0.170732	0.000000	0.000000	0.160156
610	0.610000	0.846154	0.153846	0.000000	0.000000	0.152344
620	0.620000	0.891892	0.108108	0.000000	0.000000	0.144531
630	0.630000	0.942857	0.057143	0.000000	0.000000	0.136719
640	0.640000	0.969697	0.030303	0.000000	0.000000	0.128906
650	0.650000	1.000000	0.000000	0.000000	0.000000	0.121094
660	0.660000	1.000000	0.000000	0.000000	0.000000	0.113281
670	0.670000	1.000000	0.000000	0.000000	0.000000	0.105469
680	0.680000	1.000000	0.000000	0.000000	0.000000	0.097656
690	0.690000	1.000000	0.000000	0.000000	0.000000	0.089844
700	0.700000	1.000000	0.000000	0.000000	0.000000	0.082031
710	0.710000	1.000000	0.000000	0.000000	0.000000	0.074219
720	0.720000	1.000000	0.000000	0.000000	0.000000	0.066406
730	0.730000	1.000000	0.000000	0.000000	0.000000	0.058594
740	0.740000	1.000000	0.000000	0.000000	0.000000	0.050781
750	0.750000	1.000000	0.000000	0.000000	0.000000	0.042969
760	0.760000	1.000000	0.000000	0.000000	0.000000	0.035156
770	0.770000	1.000000	0.000000	0.000000	0.000000	0.027344
780	0.780000	1.000000	0.000000	0.000000	0.000000	0.019531
790	0.790000	1.000000	0.000000	0.000000	0.000000	0.011719
800	0.800000	1.000000	0.000000	0.000000	0.000000	0.003906
810	0.810000	NaN	NaN	NaN	NaN	0.000000
820	0.820000	NaN	NaN	NaN	NaN	0.000000
830	0.830000	NaN	NaN	NaN	NaN	0.000000
840	0.840000	NaN	NaN	NaN	NaN	0.000000
850	0.850000	NaN	NaN	NaN	NaN	0.000000
860	0.860000	NaN	NaN	NaN	NaN	0.000000
870	0.870000	NaN	NaN	NaN	NaN	0.000000
880	0.880000	NaN	NaN	NaN	NaN	0.000000
890	0.890000	NaN	NaN	NaN	NaN	0.000000
900	0.900000	NaN	NaN	NaN	NaN	0.000000
910	0.910000	NaN	NaN	NaN	NaN	0.000000
920	0.920000	NaN	NaN	NaN	NaN	0.000000
930	0.930000	NaN	NaN	NaN	NaN	0.000000
940	0.940000	NaN	NaN	NaN	NaN	0.000000
950	0.950000	NaN	NaN	NaN	NaN	0.000000
960	0.960000	NaN	NaN	NaN	NaN	0.000000
970	0.970000	NaN	NaN	NaN	NaN	0.000000
980	0.980000	NaN	NaN	NaN	NaN	0.000000
990	0.990000	NaN	NaN	NaN	NaN	0.000000
1000	1.000000	NaN	NaN	NaN	NaN	0.000000
{:mhp=>1000, :dead=>1, :st=>[], :seiferp=>true}
HP	HP rate	CL 1	CL 2	CL 3	CL 4	CL 1..4
0	0.000000	0.298507	0.213930	0.159204	0.328358	0.785156
10	0.010000	0.301508	0.216080	0.160804	0.321608	0.777344
20	0.020000	0.304569	0.213198	0.162437	0.319797	0.769531
30	0.030000	0.302564	0.220513	0.158974	0.317949	0.761719
40	0.040000	0.305699	0.217617	0.160622	0.316062	0.753906
50	0.050000	0.308901	0.214660	0.167539	0.308901	0.746094
60	0.060000	0.306878	0.222222	0.164021	0.306878	0.738281
70	0.070000	0.310160	0.219251	0.165775	0.304813	0.730469
80	0.080000	0.313514	0.221622	0.162162	0.302703	0.722656
90	0.090000	0.311475	0.224044	0.169399	0.295082	0.714844
100	0.100000	0.314917	0.226519	0.165746	0.292818	0.707031
110	0.110000	0.318436	0.223464	0.167598	0.290503	0.699219
120	0.120000	0.316384	0.225989	0.169492	0.288136	0.691406
130	0.130000	0.320000	0.228571	0.171429	0.280000	0.683594
140	0.140000	0.323699	0.225434	0.173410	0.277457	0.675781
150	0.150000	0.321637	0.233918	0.169591	0.274854	0.667969
160	0.160000	0.325444	0.230769	0.171598	0.272189	0.660156
170	0.170000	0.329341	0.233533	0.173653	0.263473	0.652344
180	0.180000	0.327273	0.236364	0.175758	0.260606	0.644531
190	0.190000	0.331288	0.233129	0.177914	0.257669	0.636719
200	0.200000	0.335404	0.236025	0.173913	0.254658	0.628906
210	0.210000	0.333333	0.238994	0.182390	0.245283	0.621094
220	0.220000	0.337580	0.242038	0.178344	0.242038	0.613281
230	0.230000	0.341935	0.238710	0.180645	0.238710	0.605469
240	0.240000	0.339869	0.248366	0.176471	0.235294	0.597656
250	0.250000	0.344371	0.245033	0.185430	0.225166	0.589844
260	0.260000	0.348993	0.241611	0.187919	0.221477	0.582031
270	0.270000	0.346939	0.251701	0.183673	0.217687	0.574219
280	0.280000	0.351724	0.248276	0.186207	0.213793	0.566406
290	0.290000	0.356643	0.251748	0.188811	0.202797	0.558594
300	0.300000	0.354610	0.255319	0.191489	0.198582	0.550781
310	0.310000	0.359712	0.258993	0.187050	0.194245	0.542969
320	0.320000	0.364964	0.255474	0.189781	0.189781	0.535156
330	0.330000	0.362963	0.259259	0.200000	0.177778	0.527344
340	0.340000	0.368421	0.263158	0.195489	0.172932	0.519531
350	0.350000	0.374046	0.259542	0.198473	0.167939	0.511719
360	0.360000	0.372093	0.271318	0.193798	0.162791	0.503906
370	0.370000	0.377953	0.267717	0.204724	0.149606	0.496094
380	0.380000	0.384000	0.272000	0.200000	0.144000	0.488281
390	0.390000	0.382114	0.276423	0.203252	0.138211	0.480469
400	0.400000	0.388430	0.272727	0.206612	0.132231	0.472656
410	0.410000	0.394958	0.277311	0.210084	0.117647	0.464844
420	0.420000	0.393162	0.282051	0.213675	0.111111	0.457031
430	0.430000	0.400000	0.286957	0.208696	0.104348	0.449219
440	0.440000	0.407080	0.283186	0.212389	0.097345	0.441406
450	0.450000	0.405405	0.297297	0.216216	0.081081	0.433594
460	0.460000	0.412844	0.293578	0.220183	0.073394	0.425781
470	0.470000	0.420561	0.289720	0.224299	0.065421	0.417969
480	0.480000	0.419048	0.304762	0.219048	0.057143	0.410156
490	0.490000	0.427184	0.300971	0.233010	0.038835	0.402344
500	0.500000	0.435644	0.306931	0.227723	0.029703	0.394531
510	0.510000	0.434343	0.313131	0.232323	0.020202	0.386719
520	0.520000	0.443299	0.319588	0.226804	0.010309	0.378906
530	0.530000	0.452632	0.315789	0.231579	0.000000	0.371094
540	0.540000	0.451613	0.322581	0.225806	0.000000	0.363281
550	0.550000	0.461538	0.329670	0.208791	0.000000	0.355469
560	0.560000	0.471910	0.325843	0.202247	0.000000	0.347656
570	0.570000	0.471264	0.344828	0.183908	0.000000	0.339844
580	0.580000	0.482353	0.341176	0.176471	0.000000	0.332031
590	0.590000	0.493976	0.349398	0.156627	0.000000	0.324219
600	0.600000	0.493827	0.358025	0.148148	0.000000	0.316406
610	0.610000	0.506329	0.354430	0.139241	0.000000	0.308594
620	0.620000	0.519481	0.363636	0.116883	0.000000	0.300781
630	0.630000	0.520000	0.373333	0.106667	0.000000	0.292969
640	0.640000	0.534247	0.383562	0.082192	0.000000	0.285156
650	0.650000	0.549296	0.380282	0.070423	0.000000	0.277344
660	0.660000	0.550725	0.405797	0.043478	0.000000	0.269531
670	0.670000	0.567164	0.402985	0.029851	0.000000	0.261719
680	0.680000	0.584615	0.400000	0.015385	0.000000	0.253906
690	0.690000	0.587302	0.412698	0.000000	0.000000	0.246094
700	0.700000	0.606557	0.393443	0.000000	0.000000	0.238281
710	0.710000	0.627119	0.372881	0.000000	0.000000	0.230469
720	0.720000	0.631579	0.368421	0.000000	0.000000	0.222656
730	0.730000	0.654545	0.345455	0.000000	0.000000	0.214844
740	0.740000	0.679245	0.320755	0.000000	0.000000	0.207031
750	0.750000	0.686275	0.313725	0.000000	0.000000	0.199219
760	0.760000	0.714286	0.285714	0.000000	0.000000	0.191406
770	0.770000	0.744681	0.255319	0.000000	0.000000	0.183594
780	0.780000	0.755556	0.244444	0.000000	0.000000	0.175781
790	0.790000	0.790698	0.209302	0.000000	0.000000	0.167969
800	0.800000	0.829268	0.170732	0.000000	0.000000	0.160156
810	0.810000	0.846154	0.153846	0.000000	0.000000	0.152344
820	0.820000	0.891892	0.108108	0.000000	0.000000	0.144531
830	0.830000	0.942857	0.057143	0.000000	0.000000	0.136719
840	0.840000	0.969697	0.030303	0.000000	0.000000	0.128906
850	0.850000	1.000000	0.000000	0.000000	0.000000	0.121094
860	0.860000	1.000000	0.000000	0.000000	0.000000	0.113281
870	0.870000	1.000000	0.000000	0.000000	0.000000	0.105469
880	0.880000	1.000000	0.000000	0.000000	0.000000	0.097656
890	0.890000	1.000000	0.000000	0.000000	0.000000	0.089844
900	0.900000	1.000000	0.000000	0.000000	0.000000	0.082031
910	0.910000	1.000000	0.000000	0.000000	0.000000	0.074219
920	0.920000	1.000000	0.000000	0.000000	0.000000	0.066406
930	0.930000	1.000000	0.000000	0.000000	0.000000	0.058594
940	0.940000	1.000000	0.000000	0.000000	0.000000	0.050781
950	0.950000	1.000000	0.000000	0.000000	0.000000	0.042969
960	0.960000	1.000000	0.000000	0.000000	0.000000	0.035156
970	0.970000	1.000000	0.000000	0.000000	0.000000	0.027344
980	0.980000	1.000000	0.000000	0.000000	0.000000	0.019531
990	0.990000	1.000000	0.000000	0.000000	0.000000	0.011719
1000	1.000000	1.000000	0.000000	0.000000	0.000000	0.003906
{:mhp=>1000, :dead=>2, :st=>[], :seiferp=>true}
HP	HP rate	CL 1	CL 2	CL 3	CL 4	CL 1..4
0	0.000000	0.278008	0.199170	0.145228	0.377593	0.941406
10	0.010000	0.280335	0.196653	0.150628	0.372385	0.933594
20	0.020000	0.278481	0.202532	0.147679	0.371308	0.925781
30	0.030000	0.280851	0.200000	0.148936	0.370213	0.917969
40	0.040000	0.283262	0.197425	0.150215	0.369099	0.910156
50	0.050000	0.281385	0.203463	0.151515	0.363636	0.902344
60	0.060000	0.283843	0.200873	0.152838	0.362445	0.894531
70	0.070000	0.286344	0.202643	0.149780	0.361233	0.886719
80	0.080000	0.284444	0.204444	0.151111	0.360000	0.878906
90	0.090000	0.286996	0.206278	0.152466	0.354260	0.871094
100	0.100000	0.289593	0.203620	0.153846	0.352941	0.863281
110	0.110000	0.287671	0.205479	0.155251	0.351598	0.855469
120	0.120000	0.290323	0.207373	0.152074	0.350230	0.847656
130	0.130000	0.293023	0.204651	0.158140	0.344186	0.839844
140	0.140000	0.291080	0.211268	0.154930	0.342723	0.832031
150	0.150000	0.293839	0.208531	0.156398	0.341232	0.824219
160	0.160000	0.296651	0.210526	0.153110	0.339713	0.816406
170	0.170000	0.294686	0.212560	0.159420	0.333333	0.808594
180	0.180000	0.297561	0.209756	0.160976	0.331707	0.800781
190	0.190000	0.300493	0.211823	0.157635	0.330049	0.792969
200	0.200000	0.298507	0.213930	0.159204	0.328358	0.785156
210	0.210000	0.301508	0.216080	0.160804	0.321608	0.777344
220	0.220000	0.304569	0.213198	0.162437	0.319797	0.769531
230	0.230000	0.302564	0.220513	0.158974	0.317949	0.761719
240	0.240000	0.305699	0.217617	0.160622	0.316062	0.753906
250	0.250000	0.308901	0.214660	0.167539	0.308901	0.746094
260	0.260000	0.306878	0.222222	0.164021	0.306878	0.738281
270	0.270000	0.310160	0.219251	0.165775	0.304813	0.730469
280	0.280000	0.313514	0.221622	0.162162	0.302703	0.722656
290	0.290000	0.311475	0.224044	0.169399	0.295082	0.714844
300	0.300000	0.314917	0.226519	0.165746	0.292818	0.707031
310	0.310000	0.318436	0.223464	0.167598	0.290503	0.699219
320	0.320000	0.316384	0.225989	0.169492	0.288136	0.691406
330	0.330000	0.320000	0.228571	0.171429	0.280000	0.683594
340	0.340000	0.323699	0.225434	0.173410	0.277457	0.675781
350	0.350000	0.321637	0.233918	0.169591	0.274854	0.667969
360	0.360000	0.325444	0.230769	0.171598	0.272189	0.660156
370	0.370000	0.329341	0.233533	0.173653	0.263473	0.652344
380	0.380000	0.327273	0.236364	0.175758	0.260606	0.644531
390	0.390000	0.331288	0.233129	0.177914	0.257669	0.636719
400	0.400000	0.335404	0.236025	0.173913	0.254658	0.628906
410	0.410000	0.333333	0.238994	0.182390	0.245283	0.621094
420	0.420000	0.337580	0.242038	0.178344	0.242038	0.613281
430	0.430000	0.341935	0.238710	0.180645	0.238710	0.605469
440	0.440000	0.339869	0.248366	0.176471	0.235294	0.597656
450	0.450000	0.344371	0.245033	0.185430	0.225166	0.589844
460	0.460000	0.348993	0.241611	0.187919	0.221477	0.582031
470	0.470000	0.346939	0.251701	0.183673	0.217687	0.574219
480	0.480000	0.351724	0.248276	0.186207	0.213793	0.566406
490	0.490000	0.356643	0.251748	0.188811	0.202797	0.558594
500	0.500000	0.354610	0.255319	0.191489	0.198582	0.550781
510	0.510000	0.359712	0.258993	0.187050	0.194245	0.542969
520	0.520000	0.364964	0.255474	0.189781	0.189781	0.535156
530	0.530000	0.362963	0.259259	0.200000	0.177778	0.527344
540	0.540000	0.368421	0.263158	0.195489	0.172932	0.519531
550	0.550000	0.374046	0.259542	0.198473	0.167939	0.511719
560	0.560000	0.372093	0.271318	0.193798	0.162791	0.503906
570	0.570000	0.377953	0.267717	0.204724	0.149606	0.496094
580	0.580000	0.384000	0.272000	0.200000	0.144000	0.488281
590	0.590000	0.382114	0.276423	0.203252	0.138211	0.480469
600	0.600000	0.388430	0.272727	0.206612	0.132231	0.472656
610	0.610000	0.394958	0.277311	0.210084	0.117647	0.464844
620	0.620000	0.393162	0.282051	0.213675	0.111111	0.457031
630	0.630000	0.400000	0.286957	0.208696	0.104348	0.449219
640	0.640000	0.407080	0.283186	0.212389	0.097345	0.441406
650	0.650000	0.405405	0.297297	0.216216	0.081081	0.433594
660	0.660000	0.412844	0.293578	0.220183	0.073394	0.425781
